	input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	CONFERS RESISTANCE TO IMMEDIATE DRUG CLASS	OVERALL CATEGORY OF DRUG CLASS
25	GMGC10.017_551_368.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.74			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
26	GMGC10.017_562_382.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	88.43			2	416					+		99.52						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
27	GMGC10.017_978_399.FOSB	GMGC10.95nr_block_0007	fosA_7	fosA	resfinder	2021-Mar-27	AEXB01000013	abricate	abricate 1.0.1	88.56			1	402					+		94.37						Fosfomycin			ARO:3002804	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
28	GMGC10.018_851_790.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.5			2	417					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
29	GMGC10.019_007_190.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	90.48			1	399					+		100.0						Fosfomycin			ARO:3002874	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
30	GMGC10.019_007_585.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	80.2			1	399					+		100.0						Fosfomycin			ARO:3002874	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
31	GMGC10.019_522_332.FOSA	GMGC10.95nr_block_0007	fosB2_1	fosB2	resfinder	2021-Mar-27	AE016879	abricate	abricate 1.0.1	94.29			1	420					+		100.0						Fosfomycin			ARO:3005100	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
32	GMGC10.019_525_067.FOSB	GMGC10.95nr_block_0007	fosB_5	fosB	resfinder	2021-Mar-27	AJ605334	abricate	abricate 1.0.1	97.09			6	417					+		98.8						Fosfomycin			ARO:3005100	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
33	GMGC10.019_533_820.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	86.78			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
34	GMGC10.019_535_820.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.98			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
35	GMGC10.019_541_157.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	89.4			2	416					+		99.52						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
36	GMGC10.019_554_574.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	88.43			2	416					+		99.52						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
37	GMGC10.022_744_970.FOSB	GMGC10.95nr_block_0007	fosA7_1	fosA7	resfinder	2021-Mar-27	LAPJ01000014	abricate	abricate 1.0.1	90.78			1	423					+		100.0						Fosfomycin			ARO:3004113	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
38	GMGC10.023_252_132.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.5			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
39	GMGC10.023_371_933.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	83.71			13	411					+		100.0						Fosfomycin			ARO:3002874	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
40	GMGC10.023_836_016.FOSB	GMGC10.95nr_block_0007	fosA3_1	fosA3	resfinder	2021-Mar-27	AB522970	abricate	abricate 1.0.1	90.41			1	417					+		100.0						Fosfomycin			ARO:3002872	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
41	GMGC10.024_660_118.FOSB	GMGC10.95nr_block_0007	fosX_2	fosX	resfinder	2021-Mar-27	AL591981	abricate	abricate 1.0.1	96.52			1	402					+		100.0						Fosfomycin			ARO:3000198	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
42	GMGC10.024_662_587.FOSB	GMGC10.95nr_block_0007	fosX_2	fosX	resfinder	2021-Mar-27	AL591981	abricate	abricate 1.0.1	92.31			1	402					+		99.75						Fosfomycin			ARO:3000198	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
43	GMGC10.024_779_084.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	95.99			1	399					+		100.0						Fosfomycin			ARO:3002874	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
44	GMGC10.024_945_870.FOSB	GMGC10.95nr_block_0007	fosX_2	fosX	resfinder	2021-Mar-27	AL591981	abricate	abricate 1.0.1	94.03			1	402					+		100.0						Fosfomycin			ARO:3000198	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
45	GMGC10.025_001_212.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	86.33			1	417					+		100.0						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
46	GMGC10.025_045_660.FOSB	GMGC10.95nr_block_0007	fosX_2	fosX	resfinder	2021-Mar-27	AL591981	abricate	abricate 1.0.1	88.06			1	402					+		100.0						Fosfomycin			ARO:3000198	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
47	GMGC10.025_437_586.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	97.84			1	417					+		100.0						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
48	GMGC10.025_438_403.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.98			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
49	GMGC10.025_442_080.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	89.42			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
50	GMGC10.025_520_041.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	97.24			1	399					+		100.0						Fosfomycin			ARO:3002874	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
51	GMGC10.026_525_198.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	80.75			19	418					+		95.92						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
52	GMGC10.026_545_800.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	90.39			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
53	GMGC10.027_169_110.FOSB	GMGC10.95nr_block_0007	fosD_1	fosD	resfinder	2021-Mar-27	KC989517	abricate	abricate 1.0.1	89.52			1	420					+		100.0						Fosfomycin			ARO:3004674	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
54	GMGC10.027_458_315.FOSB	GMGC10.95nr_block_0007	fosA7_1	fosA7	resfinder	2021-Mar-27	LAPJ01000014	abricate	abricate 1.0.1	95.03			1	423					+		100.0						Fosfomycin			ARO:3004113	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
55	GMGC10.027_605_221.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	80.7			1	399					+		100.0						Fosfomycin			ARO:3002874	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
56	GMGC10.031_619_256.FOSB	GMGC10.95nr_block_0007	fosA7_1	fosA7	resfinder	2021-Mar-27	LAPJ01000014	abricate	abricate 1.0.1	93.62			1	423					+		100.0						Fosfomycin			ARO:3004113	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
57	GMGC10.035_740_690.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	85.58			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
58	GMGC10.036_635_555.FOSB	GMGC10.95nr_block_0007	fosA2_1	fosA2	resfinder	2021-Mar-27	EU487198	abricate	abricate 1.0.1	84.92			1	411					+		96.48						Fosfomycin			ARO:3002804	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
59	GMGC10.038_021_722.FOSB	GMGC10.95nr_block_0007	fosK_1	fosK	resfinder	2021-Mar-27	AB917040	abricate	abricate 1.0.1	86.22			1	399					+		100.0						Fosfomycin			ARO:3003207	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
60	GMGC10.039_045_695.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	91.83			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
61	GMGC10.039_052_825.FOSA	GMGC10.95nr_block_0007	fosB_5	fosB	resfinder	2021-Mar-27	AJ605334	abricate	abricate 1.0.1	94.9			6	417					+		98.8						Fosfomycin			ARO:3005100	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
62	GMGC10.039_064_668.FOSA	GMGC10.95nr_block_0007	fosB2_1	fosB2	resfinder	2021-Mar-27	AE016879	abricate	abricate 1.0.1	98.57			1	420					+		100.0						Fosfomycin			ARO:3005100	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
63	GMGC10.040_427_529.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	81.73			1	416					+		99.76						Fosfomycin			ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
64	GMGC10.042_399_422.FOSB	GMGC10.95nr_block_0007	fosF_1	fosF	resfinder	2021-Mar-27	AY294333	abricate	abricate 1.0.1	83.83			1	402					+		100.0						Fosfomycin			ARO:3003207	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
65	GMGC10.002_310_983.ARR	GMGC10.95nr_block_0008	ARR-5_1	ARR-5	resfinder	2021-Mar-27	EF660563	abricate	abricate 1.0.1	100.0			1	453					+		100.0									ARO:3002850	[('ARO:3000169', 'rifampin')]	['rifamycin antibiotic']
66	GMGC10.008_738_752.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	97.26			1	438					+		100.0						Amikacin;Tobramycin				[]	[]
67	GMGC10.008_780_045.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	86.99			1	438					+		100.0						Amikacin;Tobramycin				[]	[]
68	GMGC10.008_786_780.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	89.5			1	438					+		100.0						Amikacin;Tobramycin				[]	[]
69	GMGC10.008_869_607.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	97.94			1	438					+		100.0						Amikacin;Tobramycin				[]	[]
70	GMGC10.011_109_108.FOSB	GMGC10.95nr_block_0008	fosB_3	fosB	resfinder	2021-Mar-27	ACHE01000077	abricate	abricate 1.0.1	99.53			1	429					+		100.0						Fosfomycin			ARO:3004674	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
71	GMGC10.012_333_233.AACA7	GMGC10.95nr_block_0008	aac(6')-Ir_1	aac(6')-Ir	resfinder	2021-Mar-27	AF031326	abricate	abricate 1.0.1	95.01			1	441					+		100.0						Amikacin;Tobramycin			ARO:3002561	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin'), ('ARO:0000038', 'netilmicin'), ('ARO:0000007', 'dibekacin'), ('ARO:3007378', ""2'-N-ethylnetilmicin"")]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
72	GMGC10.012_462_700.FOSB	GMGC10.95nr_block_0008	fosA_7	fosA	resfinder	2021-Mar-27	AEXB01000013	abricate	abricate 1.0.1	95.29			2	426					+		99.77						Fosfomycin			ARO:3002804	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
73	GMGC10.013_845_716.AACA7	GMGC10.95nr_block_0008	aac(6')-Ir_1	aac(6')-Ir	resfinder	2021-Mar-27	AF031326	abricate	abricate 1.0.1	95.69			1	441					+		100.0						Amikacin;Tobramycin			ARO:3002561	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin'), ('ARO:0000038', 'netilmicin'), ('ARO:0000007', 'dibekacin'), ('ARO:3007378', ""2'-N-ethylnetilmicin"")]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
74	GMGC10.014_441_136.GPT	GMGC10.95nr_block_0008	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	82.41			1	432					+		92.9									ARO:3001305	[('ARO:0000046', 'lincomycin')]	['lincosamide antibiotic']
75	GMGC10.015_244_634.UNKNOWN	GMGC10.95nr_block_0008	aac(3)-Ii_1	aac(3)-Ii	resfinder	2021-Mar-27	CP000356	abricate	abricate 1.0.1	83.81			1	451					+		98.26						Gentamicin			ARO:3002530	[('ARO:0000035', 'sisomicin'), ('ARO:3007382', 'gentamicin'), ('ARO:0000003', 'astromicin')]	['aminoglycoside antibiotic', 'antibiotic mixture', 'aminoglycoside antibiotic']
76	GMGC10.021_706_398.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	95.2			1	438					+		100.0						Amikacin;Tobramycin				[]	[]
77	GMGC10.022_754_984.AACA7	GMGC10.95nr_block_0008	aac(6')-Ic_1	aac(6')-Ic	resfinder	2021-Mar-27	M94066	abricate	abricate 1.0.1	97.51			1	441					+		100.0						Amikacin;Tobramycin			ARO:3002549	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin'), ('ARO:0000038', 'netilmicin'), ('ARO:0000007', 'dibekacin'), ('ARO:3007378', ""2'-N-ethylnetilmicin"")]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
78	GMGC10.024_612_514.AACA7	GMGC10.95nr_block_0008	aac(6')-Iv_1	aac(6')-Iv	resfinder	2021-Mar-27	AF031330	abricate	abricate 1.0.1	100.0			1	441					+		100.0						Amikacin;Tobramycin			ARO:3002566	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin'), ('ARO:0000038', 'netilmicin'), ('ARO:0000007', 'dibekacin'), ('ARO:3007378', ""2'-N-ethylnetilmicin"")]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
79	GMGC10.024_841_736.AACA7	GMGC10.95nr_block_0008	aac(6')-Iw_1	aac(6')-Iw	resfinder	2021-Mar-27	AF031331	abricate	abricate 1.0.1	94.32			1	440					+		99.77						Amikacin;Tobramycin			ARO:3002567	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin'), ('ARO:0000038', 'netilmicin'), ('ARO:0000007', 'dibekacin'), ('ARO:3007378', ""2'-N-ethylnetilmicin"")]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
80	GMGC10.024_864_889.AACA7	GMGC10.95nr_block_0008	aac(6')-Ix_1	aac(6')-Ix	resfinder	2021-Mar-27	AF031332	abricate	abricate 1.0.1	97.96			1	441					+		100.0						Amikacin;Tobramycin			ARO:3002568	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin'), ('ARO:0000038', 'netilmicin'), ('ARO:0000007', 'dibekacin'), ('ARO:3007378', ""2'-N-ethylnetilmicin"")]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
