	input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	CONFERS RESISTANCE TO IMMEDIATE DRUG CLASS	OVERALL CATEGORY OF DRUG CLASS
32	GMGC10.023_252_132.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	87.5			1	416					+		99.76									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
33	GMGC10.023_836_016.FOSB	GMGC10.95nr_block_0007	(Fcyn)FosA4	(Fcyn)FosA4	argannot	2021-Mar-27	AB908992:1-417	abricate	abricate 1.0.1	94.96			1	417					+		100.0									ARO:3003210	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
34	GMGC10.025_001_212.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	86.33			1	417					+		100.0									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
35	GMGC10.025_437_586.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	97.84			1	417					+		100.0									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
36	GMGC10.025_438_403.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	87.98			1	416					+		99.76									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
37	GMGC10.025_442_080.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	89.42			1	416					+		99.76									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
38	GMGC10.026_525_198.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	80.75			19	418					+		95.92									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
39	GMGC10.026_545_800.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	90.39			1	416					+		99.76									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
40	GMGC10.027_169_110.FOSB	GMGC10.95nr_block_0007	(Fcyn)FosD	(Fcyn)FosD	argannot	2021-Mar-27	AB304512:17043-17462	abricate	abricate 1.0.1	89.52			1	420					+		100.0									ARO:3004674	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
41	GMGC10.027_458_315.FOSB	GMGC10.95nr_block_0007	(Fcyn)FosA7	(Fcyn)FosA7	argannot	2021-Mar-27	LAPJ01000014:36823-37245	abricate	abricate 1.0.1	95.03			1	423					+		100.0									ARO:3004113	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
42	GMGC10.027_520_977.COPY	GMGC10.95nr_block_0007	(Bla)mecI	(Bla)mecI	argannot	2021-Mar-27	NG_047956:101-472	abricate	abricate 1.0.1	99.46			1	372					+		100.0									ARO:3000124	[]	[]
43	GMGC10.031_619_256.FOSB	GMGC10.95nr_block_0007	(Fcyn)FosA7	(Fcyn)FosA7	argannot	2021-Mar-27	LAPJ01000014:36823-37245	abricate	abricate 1.0.1	93.62			1	423					+		100.0									ARO:3004113	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
44	GMGC10.035_740_690.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	85.58			1	416					+		99.76									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
45	GMGC10.036_248_507.FOSX	GMGC10.95nr_block_0007	(Fcyn)FosX_CC	(Fcyn)FosX_CC	argannot	2021-Mar-27	CP014206:371999-372415	abricate	abricate 1.0.1	100.0			1	417					+		100.0									ARO:3000198	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
46	GMGC10.036_635_555.FOSB	GMGC10.95nr_block_0007	(Fcyn)FosA2	(Fcyn)FosA2	argannot	2021-Mar-27	EU487198:217-642	abricate	abricate 1.0.1	84.92			1	411					+		96.48									ARO:3002804	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
47	GMGC10.038_021_722.FOSB	GMGC10.95nr_block_0007	(Fcyn)FosK	(Fcyn)FosK	argannot	2021-Mar-27	AB917040:737-1135	abricate	abricate 1.0.1	86.22			1	399					+		100.0									ARO:3003207	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
48	GMGC10.039_045_695.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	91.83			1	416					+		99.76									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
49	GMGC10.039_052_825.FOSA	GMGC10.95nr_block_0007	(Fcyn)FosB2	(Fcyn)FosB2	argannot	2021-Mar-27	NC_012581.1:459871-460290	abricate	abricate 1.0.1	84.58			13	414					+		95.71									ARO:3005100	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
50	GMGC10.039_064_668.FOSA	GMGC10.95nr_block_0007	(Fcyn)FosB2	(Fcyn)FosB2	argannot	2021-Mar-27	NC_012581.1:459871-460290	abricate	abricate 1.0.1	98.57			1	420					+		100.0									ARO:3005100	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
51	GMGC10.040_427_529.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosBx1	(Fcyn)fosBx1	argannot	2021-Mar-27	NG_050591:101-517	abricate	abricate 1.0.1	81.73			1	416					+		99.76									ARO:3000172	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
52	GMGC10.042_399_422.FOSB	GMGC10.95nr_block_0007	(Fcyn)fosF	(Fcyn)fosF	argannot	2021-Mar-27	NG_047894:101-499	abricate	abricate 1.0.1	83.83			1	402					+		100.0									ARO:3003207	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
53	GMGC10.002_310_983.ARR	GMGC10.95nr_block_0008	(Rif)arr5	(Rif)arr5	argannot	2021-Mar-27	EF660563:393-845	abricate	abricate 1.0.1	100.0			1	453					+		100.0									ARO:3002850	[('ARO:3000169', 'rifampin')]	['rifamycin antibiotic']
54	GMGC10.008_738_752.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Iy	(AGly)aac6-Iy	argannot	2021-Mar-27	AF144880:3452-3979	abricate	abricate 1.0.1	97.72			1	438					+		100.0									ARO:3002569	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
55	GMGC10.008_780_045.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Iy	(AGly)aac6-Iy	argannot	2021-Mar-27	AF144880:3452-3979	abricate	abricate 1.0.1	87.44			1	438					+		100.0									ARO:3002569	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
56	GMGC10.008_786_780.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Iy	(AGly)aac6-Iy	argannot	2021-Mar-27	AF144880:3452-3979	abricate	abricate 1.0.1	89.95			1	438					+		100.0									ARO:3002569	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
57	GMGC10.008_812_602.UNKNOWN	GMGC10.95nr_block_0008	(AGly)aadC	(AGly)aadC	argannot	2021-Mar-27	V01282:225-701	abricate	abricate 1.0.1	87.0			33	432					+		83.86									ARO:3000582	[]	[]
58	GMGC10.008_869_607.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Iy	(AGly)aac6-Iy	argannot	2021-Mar-27	AF144880:3452-3979	abricate	abricate 1.0.1	98.4			1	438					+		100.0									ARO:3002569	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
59	GMGC10.012_333_233.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Ir	(AGly)aac6-Ir	argannot	2021-Mar-27	AF031326:1-441	abricate	abricate 1.0.1	95.01			1	441					+		100.0									ARO:3002561	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
60	GMGC10.012_462_700.FOSB	GMGC10.95nr_block_0008	(Fcyn)FosA2	(Fcyn)FosA2	argannot	2021-Mar-27	EU487198:217-642	abricate	abricate 1.0.1	90.59			2	426					+		99.77									ARO:3002804	[('ARO:0000025', 'fosfomycin')]	['phosphonic acid antibiotic']
61	GMGC10.013_845_716.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Ir	(AGly)aac6-Ir	argannot	2021-Mar-27	AF031326:1-441	abricate	abricate 1.0.1	95.69			1	441					+		100.0									ARO:3002561	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
62	GMGC10.014_441_136.GPT	GMGC10.95nr_block_0008	(Tet)tet(34)	(Tet)tet(34)	argannot	2021-Mar-27	AB061440:306-770	abricate	abricate 1.0.1	82.41			1	432					+		92.9									ARO:3001305	[('ARO:0000046', 'lincomycin')]	['lincosamide antibiotic']
63	GMGC10.015_244_634.UNKNOWN	GMGC10.95nr_block_0008	(AGly)aac3-Ii	(AGly)aac3-Ii	argannot	2021-Mar-27	CP000356:638262-638720	abricate	abricate 1.0.1	83.81			1	451					+		98.26									ARO:3002530	[('ARO:0000003', 'astromicin'), ('ARO:0000035', 'sisomicin'), ('ARO:3007382', 'gentamicin')]	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'antibiotic mixture']
64	GMGC10.021_706_398.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Iy	(AGly)aac6-Iy	argannot	2021-Mar-27	AF144880:3452-3979	abricate	abricate 1.0.1	95.66			1	438					+		100.0									ARO:3002569	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
65	GMGC10.022_754_984.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Ic	(AGly)aac6-Ic	argannot	2021-Mar-27	M94066:1554-1994	abricate	abricate 1.0.1	97.51			1	441					+		100.0									ARO:3002549	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
66	GMGC10.024_612_514.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Iv	(AGly)aac6-Iv	argannot	2021-Mar-27	AF031330:1-441	abricate	abricate 1.0.1	100.0			1	441					+		100.0									ARO:3002566	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
67	GMGC10.024_841_736.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Iw	(AGly)aac6-Iw	argannot	2021-Mar-27	AF031331:1-441	abricate	abricate 1.0.1	94.32			1	440					+		99.77									ARO:3002567	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
68	GMGC10.024_864_889.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Iu	(AGly)aac6-Iu	argannot	2021-Mar-27	AF031329:1-441	abricate	abricate 1.0.1	92.52			1	441					+		100.0									ARO:3002565	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
69	GMGC10.024_901_610.AACA7	GMGC10.95nr_block_0008	(AGly)aac6-Iu	(AGly)aac6-Iu	argannot	2021-Mar-27	AF031329:1-441	abricate	abricate 1.0.1	100.0			1	441					+		100.0									ARO:3002565	"[('ARO:0000013', 'amikacin'), ('ARO:0000035', 'sisomicin'), ('ARO:0000007', 'dibekacin'), ('ARO:0000038', 'netilmicin'), ('ARO:3007378', ""2'-N-ethylnetilmicin""), ('ARO:0000052', 'tobramycin'), ('ARO:3007379', '5-episisomicin')]"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']
