input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
SRR2938061_53		ZP_03923764	ZP_03923764	SARG		ZP_03923764	ARGs-OAP		82.98			142	2			5	51									tetracycline		
SRR2938061_55		gi|702654850|ref|WP_033232517.1|	gi|702654850|ref|WP_033232517.1|	SARG		gi|702654850|ref|WP_033232517.1|	ARGs-OAP		72.92			141	1			273	320									rifamycin		
SRR2938061_56		gi|447120533|ref|WP_001197789.1|	gi|447120533|ref|WP_001197789.1|	SARG		gi|447120533|ref|WP_001197789.1|	ARGs-OAP		60.47			129	1			309	351									multidrug		
SRR2938061_60		gi|702897513|ref|WP_033300957.1|	gi|702897513|ref|WP_033300957.1|	SARG		gi|702897513|ref|WP_033300957.1|	ARGs-OAP		69.57			141	4			382	427									multidrug		
SRR2938061_61		gi|487613367|ref|WP_001735415.1|	gi|487613367|ref|WP_001735415.1|	SARG		gi|487613367|ref|WP_001735415.1|	ARGs-OAP		70.21			1	141			399	445									multidrug		
SRR2938061_63		KF478993.1.gene2.p01	KF478993.1.gene2.p01	SARG		KF478993.1.gene2.p01	ARGs-OAP		70.21			141	1			290	336									vancomycin		
SRR2938061_67		KF478993.1.gene3.p01	KF478993.1.gene3.p01	SARG		KF478993.1.gene3.p01	ARGs-OAP		75.00			142	11			141	184									vancomycin		
SRR2938061_69		gi|504104202|ref|WP_014338188.1|	gi|504104202|ref|WP_014338188.1|	SARG		gi|504104202|ref|WP_014338188.1|	ARGs-OAP		86.96			2	139			441	486									multidrug		
SRR2938061_70		CP001918.1.gene2931.p01	CP001918.1.gene2931.p01	SARG		CP001918.1.gene2931.p01	ARGs-OAP		66.67			6	140			134	178									multidrug		
SRR2938061_71		gi|702654850|ref|WP_033232517.1|	gi|702654850|ref|WP_033232517.1|	SARG		gi|702654850|ref|WP_033232517.1|	ARGs-OAP		68.57			28	132			272	306									rifamycin		
SRR2938061_74		YP_001175338	YP_001175338	SARG		YP_001175338	ARGs-OAP		63.64			142	11			159	202									kasugamycin		
SRR2938061_75		gi|662129758|ref|WP_030081404.1|	gi|662129758|ref|WP_030081404.1|	SARG		gi|662129758|ref|WP_030081404.1|	ARGs-OAP		65.22			138	1			518	563									multidrug		
SRR2938061_77		gi|857586087|emb|CRL63209.1|	gi|857586087|emb|CRL63209.1|	SARG		gi|857586087|emb|CRL63209.1|	ARGs-OAP		79.55			138	7			374	417									multidrug		
SRR2938061_80		gi|447120656|ref|WP_001197912.1|	gi|447120656|ref|WP_001197912.1|	SARG		gi|447120656|ref|WP_001197912.1|	ARGs-OAP		82.98			141	1			947	993									multidrug		
SRR2938061_83		gi|505289665|ref|WP_015476767.1|	gi|505289665|ref|WP_015476767.1|	SARG		gi|505289665|ref|WP_015476767.1|	ARGs-OAP		63.04			3	140			325	370									multidrug		
SRR2938061_86		gi|491017944|ref|WP_004879650.1|	gi|491017944|ref|WP_004879650.1|	SARG		gi|491017944|ref|WP_004879650.1|	ARGs-OAP		58.14			5	133			294	333									multidrug		
SRR2938061_87		KF478993.1.gene7.p01	KF478993.1.gene7.p01	SARG		KF478993.1.gene7.p01	ARGs-OAP		70.21			2	142			149	195									vancomycin		
SRR2938061_88		gi|817122037|ref|WP_046494699.1|	gi|817122037|ref|WP_046494699.1|	SARG		gi|817122037|ref|WP_046494699.1|	ARGs-OAP		69.57			141	4			505	550									multidrug		
SRR2938061_89		gi|938782788|ref|WP_054658106.1|	gi|938782788|ref|WP_054658106.1|	SARG		gi|938782788|ref|WP_054658106.1|	ARGs-OAP		60.53			116	3			544	581									multidrug		
SRR2938061_103		YP_001668663	YP_001668663	SARG		YP_001668663	ARGs-OAP		69.57			2	139			340	385									multidrug		
SRR2938061_105		ABB80128	ABB80128	SARG		ABB80128	ARGs-OAP		55.81			132	4			122	164									bacitracin		
SRR2938061_106		gi|857778812|emb|CRL60247.1|	gi|857778812|emb|CRL60247.1|	SARG		gi|857778812|emb|CRL60247.1|	ARGs-OAP		67.44			130	2			133	175									multidrug		
SRR2938061_107		gi|552942232|ref|WP_023043160.1|	gi|552942232|ref|WP_023043160.1|	SARG		gi|552942232|ref|WP_023043160.1|	ARGs-OAP		60.87			1	138			214	259									vancomycin		
SRR2938061_109		YP_002090520	YP_002090520	SARG		YP_002090520	ARGs-OAP		61.76			39	140			1	34									multidrug		
SRR2938061_110		gi|917203192|ref|WP_051809904.1|	gi|917203192|ref|WP_051809904.1|	SARG		gi|917203192|ref|WP_051809904.1|	ARGs-OAP		66.67			140	15			384	425									multidrug		
SRR2938061_111		YP_792720	YP_792720	SARG		YP_792720	ARGs-OAP		63.64			134	3			150	193									multidrug		
SRR2938061_112		gi|644964905|ref|WP_025385660.1|	gi|644964905|ref|WP_025385660.1|	SARG		gi|644964905|ref|WP_025385660.1|	ARGs-OAP		67.39			3	140			914	959									multidrug		
SRR2938061_113		CP001918.1.gene3441.p01	CP001918.1.gene3441.p01	SARG		CP001918.1.gene3441.p01	ARGs-OAP		70.21			141	1			107	153									multidrug		
SRR2938061_114		YP_001025938	YP_001025938	SARG		YP_001025938	ARGs-OAP		80.95			137	12			345	386									multidrug		
SRR2938061_115		AF133139.gene.p01	AF133139.gene.p01	SARG		AF133139.gene.p01	ARGs-OAP		93.62			141	1			20	66									tetracycline		
SRR2938061_116		YP_002850805	YP_002850805	SARG		YP_002850805	ARGs-OAP		65.96			141	1			77	123									tetracycline		
SRR2938061_117		gi|974633183|ref|WP_059219858.1|	gi|974633183|ref|WP_059219858.1|	SARG		gi|974633183|ref|WP_059219858.1|	ARGs-OAP		50.00			11	142			132	175									macrolide-lincosamide-streptogramin		
SRR2938061_118		gi|695837578|ref|WP_032750955.1|	gi|695837578|ref|WP_032750955.1|	SARG		gi|695837578|ref|WP_032750955.1|	ARGs-OAP		60.00			1	135			297	340									multidrug		
SRR2938061_121		CP001918.1.gene3441.p01	CP001918.1.gene3441.p01	SARG		CP001918.1.gene3441.p01	ARGs-OAP		65.96			1	141			28	74									multidrug		
SRR2938061_122		gi|493431891|ref|WP_006387476.1|	gi|493431891|ref|WP_006387476.1|	SARG		gi|493431891|ref|WP_006387476.1|	ARGs-OAP		59.57			2	142			913	959									multidrug		
SRR2938061_124		CP000675.2.gene2298.p01	CP000675.2.gene2298.p01	SARG		CP000675.2.gene2298.p01	ARGs-OAP		65.96			142	2			903	949									multidrug		
SRR2938061_127		gi|1035706844|ref|WP_064548272.1|	gi|1035706844|ref|WP_064548272.1|	SARG		gi|1035706844|ref|WP_064548272.1|	ARGs-OAP		75.00			3	122			26	65									macrolide-lincosamide-streptogramin		
SRR2938061_129		ZP_02007607	ZP_02007607	SARG		ZP_02007607	ARGs-OAP		67.39			3	140			192	237									bacitracin		
SRR2938061_131		AJ514254.gene.p01	AJ514254.gene.p01	SARG		AJ514254.gene.p01	ARGs-OAP		60.61			100	2			58	90									tetracycline		
SRR2938061_132		KF478993.1.gene7.p01	KF478993.1.gene7.p01	SARG		KF478993.1.gene7.p01	ARGs-OAP		80.85			2	142			135	181									vancomycin		
SRR2938061_133		AF155139.2.gene8.p01	AF155139.2.gene8.p01	SARG		AF155139.2.gene8.p01	ARGs-OAP		80.65			43	135			67	97									vancomycin		
SRR2938061_134		gi|693106883|ref|WP_032260279.1|	gi|693106883|ref|WP_032260279.1|	SARG		gi|693106883|ref|WP_032260279.1|	ARGs-OAP		65.91			140	9			133	176									macrolide-lincosamide-streptogramin		
SRR2938061_135		AF162694.1.gene5.p01	AF162694.1.gene5.p01	SARG		AF162694.1.gene5.p01	ARGs-OAP		62.86			37	141			75	109									vancomycin		
SRR2938061_139		AAD04032	AAD04032	SARG		AAD04032	ARGs-OAP		73.91			3	140			21	66									tetracycline		
SRR2938061_142		YP_350221	YP_350221	SARG		YP_350221	ARGs-OAP		73.91			140	3			393	438									multidrug		
SRR2938061_143		gi|873899935|ref|WP_048606368.1|	gi|873899935|ref|WP_048606368.1|	SARG		gi|873899935|ref|WP_048606368.1|	ARGs-OAP		61.36			134	3			186	229									multidrug		
SRR2938061_144		AAQ21216	AAQ21216	SARG		AAQ21216	ARGs-OAP		65.22			5	142			5	50									multidrug		
SRR2938061_146		gi|769934495|ref|WP_045068423.1|	gi|769934495|ref|WP_045068423.1|	SARG		gi|769934495|ref|WP_045068423.1|	ARGs-OAP		65.00			122	3			261	300									rifamycin		
SRR2938061_147		YP_001350280	YP_001350280	SARG		YP_001350280	ARGs-OAP		82.98			2	142			420	466									multidrug		
SRR2938061_149		gi|895967513|ref|WP_049046752.1|	gi|895967513|ref|WP_049046752.1|	SARG		gi|895967513|ref|WP_049046752.1|	ARGs-OAP		64.29			138	13			43	84									macrolide-lincosamide-streptogramin		
SRR2938061_150		CP004022.1.gene1673.p01	CP004022.1.gene1673.p01	SARG		CP004022.1.gene1673.p01	ARGs-OAP		80.85			141	1			368	414									multidrug		
SRR2938061_151		gi|1011729993|ref|WP_062573631.1|	gi|1011729993|ref|WP_062573631.1|	SARG		gi|1011729993|ref|WP_062573631.1|	ARGs-OAP		72.73			9	140			1	44									multidrug		
SRR2938061_152		gi|497301063|ref|WP_009615280.1|	gi|497301063|ref|WP_009615280.1|	SARG		gi|497301063|ref|WP_009615280.1|	ARGs-OAP		73.33			142	8			235	279									multidrug		
SRR2938061_153		gi|739067214|ref|WP_036938621.1|	gi|739067214|ref|WP_036938621.1|	SARG		gi|739067214|ref|WP_036938621.1|	ARGs-OAP		54.55			8	136			235	278									multidrug		
SRR2938061_154		gi|512735233|ref|WP_016493075.1|	gi|512735233|ref|WP_016493075.1|	SARG		gi|512735233|ref|WP_016493075.1|	ARGs-OAP		82.98			142	2			997	1043									multidrug		
SRR2938061_156		AF001493.1.orf0.gene.p01	AF001493.1.orf0.gene.p01	SARG		AF001493.1.orf0.gene.p01	ARGs-OAP		75.00			3	98			95	126									rifamycin		
SRR2938061_157		CP001918.1.gene3440.p01	CP001918.1.gene3440.p01	SARG		CP001918.1.gene3440.p01	ARGs-OAP		67.39			140	3			703	748									multidrug		
SRR2938061_158		AY339985.2.gene4.p01	AY339985.2.gene4.p01	SARG		AY339985.2.gene4.p01	ARGs-OAP		61.70			141	1			259	305									sulfonamide		
SRR2938061_163		gi|817122037|ref|WP_046494699.1|	gi|817122037|ref|WP_046494699.1|	SARG		gi|817122037|ref|WP_046494699.1|	ARGs-OAP		63.04			5	142			514	559									multidrug		
SRR2938061_164		gi|505289664|ref|WP_015476766.1|	gi|505289664|ref|WP_015476766.1|	SARG		gi|505289664|ref|WP_015476766.1|	ARGs-OAP		95.65			2	139			454	499									multidrug		
SRR2938061_169		gi|640131263|ref|WP_024798501.1|	gi|640131263|ref|WP_024798501.1|	SARG		gi|640131263|ref|WP_024798501.1|	ARGs-OAP		60.00			110	6			135	169									multidrug		
SRR2938061_170		gi|693000985|ref|WP_032187271.1|	gi|693000985|ref|WP_032187271.1|	SARG		gi|693000985|ref|WP_032187271.1|	ARGs-OAP		95.83			72	1			536	559									macrolide-lincosamide-streptogramin		
SRR2938061_171		gi|723045187|ref|WP_033545482.1|	gi|723045187|ref|WP_033545482.1|	SARG		gi|723045187|ref|WP_033545482.1|	ARGs-OAP		80.85			141	1			891	937									multidrug		
SRR2938061_172		YP_002800512	YP_002800512	SARG		YP_002800512	ARGs-OAP		63.04			141	4			721	766									multidrug		
SRR2938061_175		gi|512735233|ref|WP_016493075.1|	gi|512735233|ref|WP_016493075.1|	SARG		gi|512735233|ref|WP_016493075.1|	ARGs-OAP		70.45			132	1			140	183									multidrug		
SRR2938061_178		gi|494742298|ref|WP_007477706.1|	gi|494742298|ref|WP_007477706.1|	SARG		gi|494742298|ref|WP_007477706.1|	ARGs-OAP		66.67			2	127			244	285									quinolone		
SRR2938061_179		NC_010400.5984909.p01	NC_010400.5984909.p01	SARG		NC_010400.5984909.p01	ARGs-OAP		73.68			118	5			129	166									multidrug		
SRR2938061_182		gi|938466766|ref|WP_054627825.1|	gi|938466766|ref|WP_054627825.1|	SARG		gi|938466766|ref|WP_054627825.1|	ARGs-OAP		58.14			141	13			135	177									macrolide-lincosamide-streptogramin		
SRR2938061_184		gi|953808775|ref|WP_058042812.1|	gi|953808775|ref|WP_058042812.1|	SARG		gi|953808775|ref|WP_058042812.1|	ARGs-OAP		68.09			141	1			483	529									multidrug		
SRR2938061_187		AY216678.1.gene1.p01	AY216678.1.gene1.p01	SARG		AY216678.1.gene1.p01	ARGs-OAP		74.42			137	9			8	50									aminoglycoside		
SRR2938061_188		M57437.gene.p01	M57437.gene.p01	SARG		M57437.gene.p01	ARGs-OAP		60.53			130	17			28	65									macrolide-lincosamide-streptogramin		
SRR2938061_191		gi|554917939|ref|WP_023194007.1|	gi|554917939|ref|WP_023194007.1|	SARG		gi|554917939|ref|WP_023194007.1|	ARGs-OAP		68.89			136	2			397	441									multidrug		
SRR2938061_194		CAB61229	CAB61229	SARG		CAB61229	ARGs-OAP		67.39			142	5			76	121									vancomycin		
SRR2938061_197		P42670	P42670	SARG		P42670	ARGs-OAP		65.85			136	14			34	74									puromycin		
SRR2938061_198		gi|916815475|ref|WP_051422531.1|	gi|916815475|ref|WP_051422531.1|	SARG		gi|916815475|ref|WP_051422531.1|	ARGs-OAP		72.34			142	2			20	66									multidrug		
SRR2938061_199		L20800.gene.p01	L20800.gene.p01	SARG		L20800.gene.p01	ARGs-OAP		60.87			2	139			45	90									tetracycline		
SRR2938061_200		gi|948137056|ref|WP_056795395.1|	gi|948137056|ref|WP_056795395.1|	SARG		gi|948137056|ref|WP_056795395.1|	ARGs-OAP		76.67			3	92			383	412									multidrug		
SRR2938061_201		gi|447195836|ref|WP_001273092.1|	gi|447195836|ref|WP_001273092.1|	SARG		gi|447195836|ref|WP_001273092.1|	ARGs-OAP		61.70			2	142			11	57									bacitracin		
SRR2938061_202		CP001918.1.gene2931.p01	CP001918.1.gene2931.p01	SARG		CP001918.1.gene2931.p01	ARGs-OAP		62.22			5	139			20	64									multidrug		
SRR2938061_203		gi|655401130|ref|WP_028800283.1|	gi|655401130|ref|WP_028800283.1|	SARG		gi|655401130|ref|WP_028800283.1|	ARGs-OAP		64.86			121	11			385	421									multidrug		
SRR2938061_205		AAA50325	AAA50325	SARG		AAA50325	ARGs-OAP		67.39			1	138			211	256									macrolide-lincosamide-streptogramin		
SRR2938061_205		AAA50325	AAA50325	SARG		AAA50325	ARGs-OAP		46.81			1	141			512	558									macrolide-lincosamide-streptogramin		
SRR2938061_206		gi|516438580|ref|WP_017827492.1|	gi|516438580|ref|WP_017827492.1|	SARG		gi|516438580|ref|WP_017827492.1|	ARGs-OAP		62.79			2	130			358	400									multidrug		
SRR2938061_207		gi|857778813|emb|CRL60249.1|	gi|857778813|emb|CRL60249.1|	SARG		gi|857778813|emb|CRL60249.1|	ARGs-OAP		60.87			140	3			392	437									multidrug		
SRR2938061_210		gi|966396486|ref|WP_058441292.1|	gi|966396486|ref|WP_058441292.1|	SARG		gi|966396486|ref|WP_058441292.1|	ARGs-OAP		86.67			90	1			551	580									multidrug		
SRR2938061_212		gi|664579989|ref|WP_031094015.1|	gi|664579989|ref|WP_031094015.1|	SARG		gi|664579989|ref|WP_031094015.1|	ARGs-OAP		65.22			3	140			447	492									multidrug		
SRR2938061_215		gi|693106883|ref|WP_032260279.1|	gi|693106883|ref|WP_032260279.1|	SARG		gi|693106883|ref|WP_032260279.1|	ARGs-OAP		61.36			2	133			135	178									macrolide-lincosamide-streptogramin		
SRR2938061_218		gi|446110351|ref|WP_000188206.1|	gi|446110351|ref|WP_000188206.1|	SARG		gi|446110351|ref|WP_000188206.1|	ARGs-OAP		65.22			138	1			24	69									macrolide-lincosamide-streptogramin		
SRR2938061_221		CP000675.2.gene2298.p01	CP000675.2.gene2298.p01	SARG		CP000675.2.gene2298.p01	ARGs-OAP		70.21			1	141			891	937									multidrug		
SRR2938061_222		gi|754608317|ref|WP_041998010.1|	gi|754608317|ref|WP_041998010.1|	SARG		gi|754608317|ref|WP_041998010.1|	ARGs-OAP		72.09			2	130			553	595									multidrug		
SRR2938061_223		gi|1011729993|ref|WP_062573631.1|	gi|1011729993|ref|WP_062573631.1|	SARG		gi|1011729993|ref|WP_062573631.1|	ARGs-OAP		67.65			141	40			441	474									multidrug		
SRR2938061_224		gi|1035686596|ref|WP_064530178.1|	gi|1035686596|ref|WP_064530178.1|	SARG		gi|1035686596|ref|WP_064530178.1|	ARGs-OAP		62.16			14	124			123	159									macrolide-lincosamide-streptogramin		
SRR2938061_225		gi|517405910|ref|WP_018578567.1|	gi|517405910|ref|WP_018578567.1|	SARG		gi|517405910|ref|WP_018578567.1|	ARGs-OAP		82.61			2	139			379	424									multidrug		
SRR2938061_226		CAB61229	CAB61229	SARG		CAB61229	ARGs-OAP		61.54			137	21			81	119									vancomycin		
SRR2938061_227		BAA07390	BAA07390	SARG		BAA07390	ARGs-OAP		68.89			135	1			46	90									tetracycline		
SRR2938061_229		AF170880.4.gene1.p01	AF170880.4.gene1.p01	SARG		AF170880.4.gene1.p01	ARGs-OAP		63.04			5	142			546	591									multidrug		
SRR2938061_230		gi|895967513|ref|WP_049046752.1|	gi|895967513|ref|WP_049046752.1|	SARG		gi|895967513|ref|WP_049046752.1|	ARGs-OAP		58.97			142	26			138	176									macrolide-lincosamide-streptogramin		
SRR2938061_236		gi|852275723|ref|WP_048329135.1|	gi|852275723|ref|WP_048329135.1|	SARG		gi|852275723|ref|WP_048329135.1|	ARGs-OAP		82.98			2	142			952	997									multidrug		
SRR2938061_238		NP_840140	NP_840140	SARG		NP_840140	ARGs-OAP		77.78			140	60			245	271									bacitracin		
SRR2938061_239		YP_002188856	YP_002188856	SARG		YP_002188856	ARGs-OAP		74.47			2	142			32	78									tetracenomycin_C		
SRR2938061_241		CAG34257	CAG34257	SARG		CAG34257	ARGs-OAP		70.21			2	142			574	620									multidrug		
SRR2938061_244		CP003583.1.gene2512.p01	CP003583.1.gene2512.p01	SARG		CP003583.1.gene2512.p01	ARGs-OAP		69.70			101	3			216	248									multidrug		
SRR2938061_245		YP_002800512	YP_002800512	SARG		YP_002800512	ARGs-OAP		82.14			141	58			313	340									multidrug		
SRR2938061_246		P42332	P42332	SARG		P42332	ARGs-OAP		51.11			3	137			116	160									bacitracin		
SRR2938061_250		gi|730340963|ref|WP_033991003.1|	gi|730340963|ref|WP_033991003.1|	SARG		gi|730340963|ref|WP_033991003.1|	ARGs-OAP		67.39			140	3			445	490									multidrug		
SRR2938061_251		gi|558560157|ref|WP_023491039.1|	gi|558560157|ref|WP_023491039.1|	SARG		gi|558560157|ref|WP_023491039.1|	ARGs-OAP		65.22			3	140			419	464									multidrug		
SRR2938061_253		CP004022.1.gene1674.p01	CP004022.1.gene1674.p01	SARG		CP004022.1.gene1674.p01	ARGs-OAP		65.96			2	142			358	404									multidrug		
SRR2938061_254		gi|1033064422|ref|WP_064375412.1|	gi|1033064422|ref|WP_064375412.1|	SARG		gi|1033064422|ref|WP_064375412.1|	ARGs-OAP		51.11			5	139			144	188									macrolide-lincosamide-streptogramin		
SRR2938061_255		NC_010410.6003348.p01	NC_010410.6003348.p01	SARG		NC_010410.6003348.p01	ARGs-OAP		65.96			141	1			59	105									multidrug		
SRR2938061_257		gi|512735233|ref|WP_016493075.1|	gi|512735233|ref|WP_016493075.1|	SARG		gi|512735233|ref|WP_016493075.1|	ARGs-OAP		80.00			22	141			361	400									multidrug		
SRR2938061_258		gi|857586087|emb|CRL63209.1|	gi|857586087|emb|CRL63209.1|	SARG		gi|857586087|emb|CRL63209.1|	ARGs-OAP		67.39			139	2			938	983									multidrug		
SRR2938061_259		CP001918.1.gene2931.p01	CP001918.1.gene2931.p01	SARG		CP001918.1.gene2931.p01	ARGs-OAP		63.41			2	124			28	68									multidrug		
SRR2938061_260		YP_001419960	YP_001419960	SARG		YP_001419960	ARGs-OAP		59.57			141	1			116	162									multidrug		
SRR2938061_261		YP_992987	YP_992987	SARG		YP_992987	ARGs-OAP		68.57			38	142			883	917									multidrug		
SRR2938061_262		gi|740856590|ref|WP_038641842.1|	gi|740856590|ref|WP_038641842.1|	SARG		gi|740856590|ref|WP_038641842.1|	ARGs-OAP		69.57			5	142			21	66									macrolide-lincosamide-streptogramin		
SRR2938061_265		gi|654933144|ref|WP_028383500.1|	gi|654933144|ref|WP_028383500.1|	SARG		gi|654933144|ref|WP_028383500.1|	ARGs-OAP		78.26			140	3			341	386									multidrug		
SRR2938061_266		JQ861959.1.gene7.p01	JQ861959.1.gene7.p01	SARG		JQ861959.1.gene7.p01	ARGs-OAP		56.52			5	142			144	189									aminoglycoside		
SRR2938061_267		gi|686364868|ref|WP_031893738.1|	gi|686364868|ref|WP_031893738.1|	SARG		gi|686364868|ref|WP_031893738.1|	ARGs-OAP		77.78			81	1			463	489									multidrug		
SRR2938061_268		ABF69686	ABF69686	SARG		ABF69686	ARGs-OAP		71.43			38	142			1	35									tetracycline		
SRR2938061_269		EDK10390	EDK10390	SARG		EDK10390	ARGs-OAP		64.10			8	124			113	151									beta-lactam		
SRR2938061_270		AF162694.1.gene5.p01	AF162694.1.gene5.p01	SARG		AF162694.1.gene5.p01	ARGs-OAP		62.86			37	141			75	109									vancomycin		
SRR2938061_272		gi|498115003|ref|WP_010429159.1|	gi|498115003|ref|WP_010429159.1|	SARG		gi|498115003|ref|WP_010429159.1|	ARGs-OAP		68.18			5	136			41	84									macrolide-lincosamide-streptogramin		
SRR2938061_273		YP_001616633	YP_001616633	SARG		YP_001616633	ARGs-OAP		63.83			141	1			155	201									bacitracin		
SRR2938061_274		gi|1033217078|gb|OAR27197.1|	gi|1033217078|gb|OAR27197.1|	SARG		gi|1033217078|gb|OAR27197.1|	ARGs-OAP		62.79			2	130			380	422									multidrug		
SRR2938061_276		gi|447203848|ref|WP_001281104.1|	gi|447203848|ref|WP_001281104.1|	SARG		gi|447203848|ref|WP_001281104.1|	ARGs-OAP		65.85			1	123			79	119									vancomycin		
SRR2938061_278		gi|951155204|ref|WP_057635531.1|	gi|951155204|ref|WP_057635531.1|	SARG		gi|951155204|ref|WP_057635531.1|	ARGs-OAP		65.96			141	1			242	288									multidrug		
SRR2938061_282		gi|505264501|ref|WP_015451603.1|	gi|505264501|ref|WP_015451603.1|	SARG		gi|505264501|ref|WP_015451603.1|	ARGs-OAP		69.57			3	140			349	394									multidrug		
